KO_ID,Level_a,Level_b,Pathway,Function
K15498,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,serine/threonine-protein phosphatase 6 catalytic subunit [EC:3.1.3.16]
K15427,Brite hierarchies,Genetic information processing,Transfer RNA biogenesis ,serine/threonine-protein phosphatase PP1-1 [EC:3.1.3.16]
K17615,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,serine/threonine-protein phosphatase PPG1 [EC:3.1.3.16]
K15499,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,serine/threonine-protein phosphatase 6 regulatory subunit 1
K15500,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,serine/threonine-protein phosphatase 6 regulatory subunit 2
K15501,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,serine/threonine-protein phosphatase 6 regulatory subunit 3
K15503,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B
K15504,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C
K17499,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1G [EC:3.1.3.16]
K17500,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16]
K17501,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1E [EC:3.1.3.16]
K17502,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1F [EC:3.1.3.16]
K17503,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1H [EC:3.1.3.16]
K17504,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1J [EC:3.1.3.16]
K17505,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1K [EC:3.1.3.16]
K17506,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1L [EC:3.1.3.16]
K17507,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1M [EC:3.1.3.16]
K19790,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase 1N [EC:3.1.3.16]
K14803,Brite hierarchies,Genetic information processing,Ribosome biogenesis ,protein phosphatase PTC2/3 [EC:3.1.3.16]
K19705,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase PTC4 [EC:3.1.3.16]
K17508,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein phosphatase PTC7 [EC:3.1.3.16]
K20074,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,PPM family protein phosphatase [EC:3.1.3.16]
K01102,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
K17509,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,pyruvate dehydrogenase phosphatase regulatory subunit
K18032,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase A [EC:3.1.3.48]
K06777,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48]
K18033,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase epsilon [EC:3.1.3.48]
K16667,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase gamma [EC:3.1.3.48]
K18034,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48]
K06776,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase kappa [EC:3.1.3.48]
K18035,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase O [EC:3.1.3.48]
K16910,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]
K06778,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase S [EC:3.1.3.48]
K13297,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase T [EC:3.1.3.48]
K16662,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase U [EC:3.1.3.48]
K18036,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,receptor-type tyrosine-protein phosphatase V [EC:3.1.3.48]
K18027,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase non-receptor type 3 [EC:3.1.3.48]
K18037,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase non-receptor type 4 [EC:3.1.3.48]
K18038,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase non-receptor type 9 [EC:3.1.3.48]
K18024,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase non-receptor type 12/18/22 [EC:3.1.3.48]
K18025,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase non-receptor type 14/21 [EC:3.1.3.48]
K18039,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase non-receptor type 20 [EC:3.1.3.48]
K18040,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase non-receptor type 23 [EC:3.1.3.48]
K18041,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein tyrosine phosphatase type IVA [EC:3.1.3.48]
K14819,Brite hierarchies,Genetic information processing,Ribosome biogenesis ,dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48]
K14165,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K18042,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,serine/threonine/tyrosine-interacting protein
K18043,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase OCA1 [EC:3.1.3.48]
K18044,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase-like protein OCA2
K18045,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase SIW14 [EC:3.1.3.48]
K18046,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tyrosine-protein phosphatase OCA6 [EC:3.1.3.48]
K14167,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,cyclin-dependent kinase inhibitor 3 [EC:3.1.3.16 3.1.3.48]
K18078,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,protein tyrosine phosphatase domain-containing protein 1 [EC:3.1.3.-]
K18079,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,PTEN homologous phosphatase
K18080,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,tensin
K18061,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,myotubularin-related protein 5/13
K18084,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,myotubularin-related protein 9
K18085,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,myotubularin-related protein 10/11/12
K18993,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,ubiquitin-associated and SH3 domain-containing protein [EC:3.1.3.48]
K18065,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,Cdc25 family phosphatase [EC:3.1.3.48 1.20.4.1]
K15732,Brite hierarchies,Genetic information processing,Transcription machinery ,RNA polymerase II subunit A C-terminal domain phosphatase [EC:3.1.3.16]
K15731,Brite hierarchies,Genetic information processing,Transcription machinery ,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
K17616,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,CTD small phosphatase-like protein 2 [EC:3.1.3.-]
K17617,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,CTD nuclear envelope phosphatase 1 [EC:3.1.3.16]
K18998,Brite hierarchies,Genetic information processing,Transcription machinery ,RNA polymerase II C-terminal domain phosphatase-like 1/2 [EC:3.1.3.16]
K18999,Brite hierarchies,Genetic information processing,Transcription machinery ,RNA polymerase II C-terminal domain phosphatase-like 3/4 [EC:3.1.3.16]
K17618,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,ubiquitin-like domain-containing CTD phosphatase 1 [EC:3.1.3.16]
K20827,Brite hierarchies,Genetic information processing,Transcription machinery ,RNA polymerase II-associated protein 2 [EC:3.1.3.16]
K17619,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,magnesium-dependent phosphatase 1 [EC:3.1.3.48 3.1.3.-]
K17620,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,eyes absent homolog 2 [EC:3.1.3.48]
K17621,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,eyes absent homolog 3 [EC:3.1.3.48]
K17622,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,eyes absent homolog 4 [EC:3.1.3.48]
K08073,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,bifunctional polynucleotide phosphatase/kinase [EC:3.1.3.32 2.7.1.78]
K17623,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,pseudouridine 5'-phosphatase [EC:3.1.3.96]
K01377,Brite hierarchies,Metabolism,Peptidases and inhibitors ,gastricsin [EC:3.4.23.3]
K01378,Brite hierarchies,Metabolism,Peptidases and inhibitors ,chymosin [EC:3.4.23.4]
K01386,Brite hierarchies,Metabolism,Peptidases and inhibitors ,mucorpepsin [EC:3.4.23.23]
K06004,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aspergillopepsin I [EC:3.4.23.18]
K20737,Brite hierarchies,Metabolism,Peptidases and inhibitors ,endothiapepsin [EC:3.4.23.22]
K08245,Brite hierarchies,Metabolism,Peptidases and inhibitors ,phytepsin [EC:3.4.23.40]
K06007,Brite hierarchies,Metabolism,Peptidases and inhibitors ,plasmepsin I [EC:3.4.23.38]
K06008,Brite hierarchies,Metabolism,Peptidases and inhibitors ,plasmepsin II [EC:3.4.23.39]
K22683,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aspartyl protease family protein [EC:3.4.23.-]
K01385,Brite hierarchies,Metabolism,Peptidases and inhibitors ,thermopsin [EC:3.4.23.42]
K09595,Brite hierarchies,Metabolism,Peptidases and inhibitors ,minor histocompatibility antigen H13 [EC:3.4.23.-]
K09596,Brite hierarchies,Metabolism,Peptidases and inhibitors ,signal peptide peptidase-like 2A [EC:3.4.23.-]
K09597,Brite hierarchies,Metabolism,Peptidases and inhibitors ,signal peptide peptidase-like 2B [EC:3.4.23.-]
K14212,Brite hierarchies,Metabolism,Peptidases and inhibitors ,signal peptide peptidase-like 2C [EC:3.4.23.-]
K09598,Brite hierarchies,Metabolism,Peptidases and inhibitors ,signal peptide peptidase-like 3 [EC:3.4.23.-]
K02654,Brite hierarchies,Signaling and cellular processes,Bacterial motility proteins ,leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
K10966,Brite hierarchies,Signaling and cellular processes,Secretion system ,toxin coregulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-]
K02506,Brite hierarchies,Metabolism,Peptidases and inhibitors ,leader peptidase HopD [EC:3.4.23.43]
K02278,Brite hierarchies,Signaling and cellular processes,Bacterial motility proteins ,prepilin peptidase CpaA [EC:3.4.23.43]
K07991,Brite hierarchies,Signaling and cellular processes,Bacterial motility proteins ,archaeal preflagellin peptidase FlaK [EC:3.4.23.52]
K06012,Brite hierarchies,Metabolism,Peptidases and inhibitors ,spore protease [EC:3.4.24.78]
K01355,Brite hierarchies,Metabolism,Peptidases and inhibitors ,omptin [EC:3.4.23.49]
K08566,Brite hierarchies,Metabolism,Peptidases and inhibitors ,plasminogen activator [EC:3.4.23.48]
K24552,Brite hierarchies,Metabolism,Peptidases and inhibitors ,retroviral-like aspartic protease 1 [EC:3.4.23.-]
K03605,Brite hierarchies,Metabolism,Peptidases and inhibitors ,hydrogenase maturation protease [EC:3.4.23.-]
K08315,Brite hierarchies,Metabolism,Peptidases and inhibitors ,hydrogenase 3 maturation protease [EC:3.4.23.51]
K06383,Brite hierarchies,Metabolism,Peptidases and inhibitors ,stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]
K06000,Brite hierarchies,Genetic information processing,Chaperones and folding catalysts ,papain [EC:3.4.22.2]
K20738,Brite hierarchies,Metabolism,Peptidases and inhibitors ,chymopapain [EC:3.4.22.6]
K20739,Brite hierarchies,Metabolism,Peptidases and inhibitors ,caricain [EC:3.4.22.30]
K20740,Brite hierarchies,Metabolism,Peptidases and inhibitors ,glycyl endopeptidase [EC:3.4.22.25]
K16292,Brite hierarchies,Metabolism,Peptidases and inhibitors ,KDEL-tailed cysteine endopeptidase [EC:3.4.22.-]
K24378,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cathepsin Q [EC:3.4.22.-]
K09601,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cathepsin R [EC:3.4.22.-]
K24379,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cathepsin 8 [EC:3.4.22.-]
K16290,Brite hierarchies,Metabolism,Peptidases and inhibitors ,xylem cysteine proteinase [EC:3.4.22.-]
K13538,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cysteine peptidase A [EC:3.4.22.-]
K08572,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cysteine peptidase C [EC:3.4.22.-]
K20741,Brite hierarchies,Viral protein families,Viral proteins ,Autographa californica nucleopolyhedrovirus V-cath endopeptidase [EC:3.4.22.50]
K24271,Brite hierarchies,Metabolism,Peptidases and inhibitors ,testin-2
K01372,Brite hierarchies,Metabolism,Peptidases and inhibitors ,bleomycin hydrolase [EC:3.4.22.40]
K08573,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-3 [EC:3.4.22.54]
K08574,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-5 [EC:3.4.22.-]
K08575,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-6 [EC:3.4.22.-]
K08576,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-7 [EC:3.4.22.-]
K08577,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-8 [EC:3.4.22.-]
K08578,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-9 [EC:3.4.22.-]
K08579,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-10 [EC:3.4.22.-]
K08580,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-11 [EC:3.4.22.-]
K04740,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-12 [EC:3.4.22.-]
K08581,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-13 [EC:3.4.22.-]
K13442,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-14 [EC:3.4.22.-]
K08582,Brite hierarchies,Metabolism,Peptidases and inhibitors ,calpain-15 [EC:3.4.22.-]
K08584,Brite hierarchies,Metabolism,Peptidases and inhibitors ,"calpain, small subunit 2"
K08585,Brite hierarchies,Metabolism,Peptidases and inhibitors ,"calpain, invertebrate [EC:3.4.22.-]"
K08586,Brite hierarchies,Metabolism,Peptidases and inhibitors ,thiol protease [EC:3.4.22.-]
K08587,Brite hierarchies,Signaling and cellular processes,Bacterial toxins ,clostripain [EC:3.4.22.8]
K05609,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase L3 [EC:3.4.19.12]
K08588,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase BAP1 [EC:3.4.19.12]
K05610,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase L5 [EC:3.4.19.12]
K04401,Brite hierarchies,Metabolism,Peptidases and inhibitors ,caspase 14 [EC:3.4.22.-]
K13521,Brite hierarchies,Metabolism,Peptidases and inhibitors ,caspase 15
K22684,Brite hierarchies,Metabolism,Peptidases and inhibitors ,metacaspase-1 [EC:3.4.22.-]
K01304,Brite hierarchies,Metabolism,Peptidases and inhibitors ,pyroglutamyl-peptidase [EC:3.4.19.3]
K11836,Brite hierarchies,Signaling and cellular processes,Exosome ,ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12]
K11870,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 1 [EC:3.4.19.12]
K11837,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 6/32 [EC:3.4.19.12]
K11835,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 4/11 [EC:3.4.19.12]
K11833,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 2 [EC:3.4.19.12]
K11843,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 14 [EC:3.4.19.12]
K11840,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12]
K11842,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 12/46 [EC:3.4.19.12]
K11844,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]
K11845,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 17 [EC:3.4.19.12]
K11847,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 19 [EC:3.4.19.12]
K11848,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 20/33 [EC:3.4.19.12]
K11986,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 3 [EC:3.4.19.12]
K11846,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 18/41 [EC:3.4.19.12]
K11366,Brite hierarchies,Genetic information processing,Chromosome and associated proteins ,ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12]
K11850,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 26/29/37 [EC:3.4.19.12]
K11855,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
K21122,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 28 [EC:3.4.19.12]
K11857,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 47 [EC:3.4.19.12]
K11854,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 35/38 [EC:3.4.19.12]
K11834,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 44/49 [EC:3.4.19.12]
K11853,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 34 [EC:3.4.19.12]
K11858,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 48 [EC:3.4.19.12]
K11869,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 40 [EC:3.4.19.12]
K11852,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 31 [EC:3.4.19.12]
K11873,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12]
K11856,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 43 [EC:3.4.19.12]
K11871,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 7/11 [EC:3.4.19.12]
K11872,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 9/13 [EC:3.4.19.12]
K11874,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin carboxyl-terminal hydrolase 16 [EC:3.4.19.12]
K19237,Brite hierarchies,Metabolism,Peptidases and inhibitors ,gingipain K [EC:3.4.22.47]
K23150,Brite hierarchies,Metabolism,Peptidases and inhibitors ,N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129]
K07010,Brite hierarchies,Metabolism,Peptidases and inhibitors ,putative glutamine amidotransferase
K19223,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]
K19224,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]
K13694,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
K19220,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan DL-endopeptidase CwlS [EC:3.4.-.-]
K21471,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
K20742,Brite hierarchies,Metabolism,Peptidases and inhibitors ,gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
K21473,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]
K21474,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan DL-endopeptidase RipB [EC:3.4.-.-]
K19303,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,murein DD-endopeptidase [EC:3.4.-.-]
K13695,Brite hierarchies,Metabolism,Peptidases and inhibitors ,probable lipoprotein NlpC
K08258,Brite hierarchies,Metabolism,Peptidases and inhibitors ,staphopain A [EC:3.4.22.48]
K13715,Brite hierarchies,Metabolism,Peptidases and inhibitors ,staphopain B [EC:3.4.22.-]
K08592,Brite hierarchies,Genetic information processing,Ubiquitin system ,sentrin-specific protease 1 [EC:3.4.22.68]
K08593,Brite hierarchies,Genetic information processing,Ubiquitin system ,sentrin-specific protease 3 [EC:3.4.22.68]
K08594,Brite hierarchies,Genetic information processing,Ubiquitin system ,sentrin-specific protease 5 [EC:3.4.22.68]
K08595,Brite hierarchies,Genetic information processing,Ubiquitin system ,sentrin-specific protease 6 [EC:3.4.22.68]
K08596,Brite hierarchies,Genetic information processing,Ubiquitin system ,sentrin-specific protease 7 [EC:3.4.22.68]
K08597,Brite hierarchies,Genetic information processing,Ubiquitin system ,sentrin-specific protease 8 [EC:3.4.22.68]
K05520,Brite hierarchies,Metabolism,Peptidases and inhibitors ,protease I [EC:3.5.1.124]
K03152,Brite hierarchies,Metabolism,Peptidases and inhibitors ,protein deglycase [EC:3.5.1.124]
K07284,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,sortase A [EC:3.4.22.70]
K08600,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,sortase B [EC:3.4.22.71]
K24447,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,archaeosortase A [EC:3.4.22.-]
K11860,Brite hierarchies,Genetic information processing,Ubiquitin system ,OTU domain-containing protein 7 [EC:3.4.19.12]
K11862,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin thioesterase ZRANB1 [EC:3.4.19.12]
K11861,Brite hierarchies,Genetic information processing,Ubiquitin system ,deubiquitinating protein VCIP135 [EC:3.4.19.12]
K09602,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12]
K09603,Brite hierarchies,Genetic information processing,Ubiquitin system ,ubiquitin thioesterase protein OTUB2 [EC:3.4.19.12]
K08659,Brite hierarchies,Metabolism,Peptidases and inhibitors ,dipeptidase [EC:3.4.-.-]
K14358,Brite hierarchies,Metabolism,Peptidases and inhibitors ,secernin
K24154,Brite hierarchies,Metabolism,Peptidases and inhibitors ,Ufm1-specific protease 1
K01376,Brite hierarchies,Metabolism,Peptidases and inhibitors ,Ufm1-specific protease 2 [EC:3.4.22.-]
K16291,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,"L,D-transpeptidase ErfK/SrfK"
K19234,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,"L,D-transpeptidase YnhG"
K19235,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,"L,D-transpeptidase YbiS"
K21470,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,"L,D-transpeptidase YcbB"
K13716,Brite hierarchies,Metabolism,Peptidases and inhibitors ,OTU domain-containing protein 1 [EC:3.4.19.12]
K13717,Brite hierarchies,Genetic information processing,Ubiquitin system ,OTU domain-containing protein 3 [EC:3.4.19.12]
K13718,Brite hierarchies,Metabolism,Peptidases and inhibitors ,OTU domain-containing protein 4 [EC:3.4.19.12]
K15235,Brite hierarchies,Genetic information processing,Ubiquitin system ,josephin [EC:3.4.19.12]
K13720,Brite hierarchies,Metabolism,Peptidases and inhibitors ,N-(long-chain-acyl)ethanolamine deacylase [EC:3.5.1.60]
K22762,Brite hierarchies,Genetic information processing,Ubiquitin system ,desumoylating isopeptidase 1 [EC:3.4.-.-]
K22763,Brite hierarchies,Genetic information processing,Ubiquitin system ,deubiquitinase DESI2 [EC:3.4.19.12]
K23008,Brite hierarchies,Genetic information processing,Ubiquitin system ,SUMO-specific isopeptidase USPL1 [EC:3.4.22.-]
K24456,Brite hierarchies,Metabolism,Peptidases and inhibitors ,kyphoscoliosis peptidase [EC:3.4.-.-]
K20743,Brite hierarchies,Metabolism,Peptidases and inhibitors ,scytalidopepsin B [EC:3.4.23.32]
K13721,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminopeptidase 2 [EC:3.4.11.-]
K01306,Brite hierarchies,Metabolism,Peptidases and inhibitors ,pyroglutamyl-peptidase II [EC:3.4.19.6]
K08776,Brite hierarchies,Metabolism,Peptidases and inhibitors ,puromycin-sensitive aminopeptidase [EC:3.4.11.14]
K01260,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminopeptidase B [EC:3.4.11.6]
K09604,Brite hierarchies,Metabolism,Peptidases and inhibitors ,adipocyte-derived leucine aminopeptidase [EC:3.4.11.-]
K13722,Brite hierarchies,Metabolism,Peptidases and inhibitors ,tricorn protease interacting factor F2/3 [EC:3.4.11.-]
K09605,Brite hierarchies,Metabolism,Peptidases and inhibitors ,arginyl aminopeptidase-like 1 [EC:3.4.11.-]
K13723,Brite hierarchies,Metabolism,Peptidases and inhibitors ,endoplasmic reticulum aminopeptidase 2 [EC:3.4.11.-]
K13724,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminopeptidase Q [EC:3.4.11.-]
K09606,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminopeptidase O [EC:3.4.11.-]
K13725,Brite hierarchies,Metabolism,Peptidases and inhibitors ,M1-family aminopeptidase [EC:3.4.11.-]
K01405,Brite hierarchies,Metabolism,Peptidases and inhibitors ,saccharolysin [EC:3.4.24.37]
K01414,Brite hierarchies,Metabolism,Peptidases and inhibitors ,oligopeptidase A [EC:3.4.24.70]
